from,to,cost
690,657,23.8
690,667,1614.38
690,669,979.22
691,68,628.86
691,72,1995.43
692,542,1497.41
692,696,1174.89
693,695,1044.84
693,697,941.95
694,147,1700.49
694,288,1519.09
694,312,1822.11
694,325,1617.92
694,335,1002.72
694,362,970.93
694,363,1518.58
694,368,1193.23
694,695,1130.26
694,698,23.41
695,693,1044.84
695,694,1130.26
695,697,1986.71
695,698,1138.62
696,479,1229.38
696,512,1863.66
696,542,863.8
696,584,938.92
696,692,1174.89
697,693,941.95
697,695,1986.71
698,147,1687.62
698,288,1513.82
698,312,1844.38
698,325,1639.37
698,335,1006.47
698,362,974.61
698,363,1512.45
698,368,1187.73
698,694,23.41
698,695,1138.62
699,703,617.39
699,704,1950.17
699,749,923.0
699,765,138.18
699,785,1710.75
699,787,1542.32
699,799,1864.04
699,814,924.03
699,820,1710.01
699,821,616.91
699,822,1509.01
700,722,1702.0
700,727,1696.39
700,731,1393.72
700,735,122.05
700,742,1204.2
700,743,287.76
700,745,1392.78
700,766,790.02
700,769,117.7
700,777,722.83
700,796,719.08
700,802,505.24
700,815,1628.71
701,748,1441.08
701,771,1762.83
701,776,784.49
702,707,1617.13
702,710,590.95
703,699,617.39
703,749,1539.64
703,765,754.71
703,787,925.06
703,814,1540.07
703,821,19.02
703,822,891.63
704,699,1950.17
704,715,1822.71
704,746,684.51
704,749,1029.16
704,763,684.46
704,765,1812.0
704,784,1558.68
704,785,239.52
704,799,88.79
704,811,1760.9
704,814,1026.75
704,820,241.66
705,716,308.08
705,717,1571.45
705,730,526.54
705,736,1255.21
705,740,1255.46
705,753,1766.3
705,783,1985.59
705,788,1749.85
705,798,886.98
705,803,938.72
705,823,1551.71
705,881,1524.46
705,894,1595.03
705,907,1278.11
705,938,1914.22
705,942,1250.21
705,973,1302.44
705,1005,1613.9
705,1008,1537.19
705,1019,1229.15
706,812,1157.25
707,702,1617.13
707,782,586.29
707,791,1691.51
707,810,855.31
708,714,891.59
708,715,747.61
708,726,737.27
708,746,1885.74
708,752,1834.67
708,763,1886.03
708,784,1011.65
708,793,18.35
708,811,809.42
708,825,1577.49
709,718,1226.17
709,741,1222.57
709,755,986.42
709,758,17.35
709,783,1871.26
709,794,493.11
710,702,590.95
711,562,1721.59
711,676,1697.59
711,723,925.43
711,739,331.28
711,770,1788.68
711,807,1798.43
712,761,1.77
712,771,633.72
712,818,1674.16
713,717,877.27
713,724,954.45
713,737,956.0
713,744,28.12
713,753,677.29
713,760,506.99
713,764,573.93
713,788,693.94
713,789,1772.57
713,798,1556.97
713,806,1777.55
713,823,893.7
713,894,1022.48
713,907,1161.77
713,928,1456.42
713,942,1858.06
713,955,1432.9
713,972,1471.8
713,973,1137.96
713,1005,999.32
713,1018,1448.42
713,1019,1875.57
714,708,891.59
714,715,1639.08
714,726,154.32
714,752,943.09
714,784,1903.24
714,791,1491.58
714,793,891.57
714,811,1701.01
714,825,685.91
715,704,1822.71
715,708,747.61
715,714,1639.08
715,726,1484.78
715,746,1138.2
715,763,1138.68
715,784,264.76
715,793,747.6
715,799,1909.67
715,811,64.43
716,705,308.08
716,717,1878.2
716,730,220.07
716,736,950.14
716,740,951.17
716,783,1678.7
716,798,1194.27
716,803,636.59
716,823,1858.16
716,881,1703.33
716,894,1875.81
716,907,1583.74
716,942,1503.24
716,973,1608.25
716,1005,1895.63
716,1008,1718.62
716,1019,1480.59
717,705,1571.45
717,713,877.27
717,716,1878.2
717,724,1825.45
717,737,1828.52
717,744,891.84
717,753,200.55
717,760,1384.14
717,764,1450.23
717,788,183.95
717,798,684.82
717,823,26.63
717,881,1661.64
717,894,568.7
717,907,298.55
717,928,1560.67
717,942,1107.61
717,955,1528.51
717,972,1563.47
717,973,273.29
717,1005,559.74
717,1008,1653.16
717,1018,1531.36
717,1019,1118.75
718,709,1226.17
718,736,1420.18
718,740,1422.17
718,741,20.96
718,755,247.51
718,758,1226.98
718,783,686.94
718,794,733.57
718,803,1739.6
719,175,1179.86
719,185,1603.69
719,189,1277.93
719,194,1163.57
719,728,1149.81
719,729,204.29
719,732,1153.04
719,747,1003.13
719,751,1534.36
719,768,778.64
719,772,418.14
719,773,632.99
719,779,1000.75
719,797,285.97
719,801,1968.48
719,805,25.31
719,809,285.65
719,813,1967.75
719,824,1308.61
720,120,1229.59
720,124,1454.71
720,790,1040.95
721,722,787.78
721,727,792.03
721,733,36.17
721,734,1512.41
721,742,1291.72
721,754,599.54
721,762,1214.54
721,767,456.09
721,777,1779.13
721,786,1531.18
721,795,603.25
721,796,1777.4
722,700,1702.0
722,721,787.78
722,727,21.87
722,733,752.07
722,735,1815.56
722,742,504.34
722,743,1982.09
722,754,1302.09
722,762,1867.32
722,767,332.47
722,769,1818.55
722,777,991.42
722,795,1314.28
722,796,989.63
723,711,925.43
723,739,1255.74
723,770,1036.82
723,774,1747.84
723,792,1752.61
723,807,1039.67
724,713,954.45
724,717,1825.45
724,734,1783.84
724,737,20.66
724,744,936.66
724,753,1624.95
724,760,457.64
724,764,386.42
724,786,1780.16
724,788,1641.52
724,789,818.11
724,806,823.25
724,823,1839.88
724,894,1837.98
724,928,1751.86
724,955,1744.53
724,972,1774.63
724,1005,1815.28
724,1018,1767.21
725,732,1400.88
725,747,1550.88
725,751,1018.94
725,757,622.41
725,768,1774.58
725,775,255.1
725,779,1552.49
725,780,1780.71
725,801,585.47
725,804,33.61
725,813,585.55
725,816,46.54
725,817,620.16
726,708,737.27
726,714,154.32
726,715,1484.78
726,752,1097.42
726,784,1748.92
726,791,1645.9
726,793,737.31
726,811,1546.69
726,825,840.23
727,700,1696.39
727,721,792.03
727,722,21.87
727,733,756.49
727,735,1809.4
727,742,501.97
727,743,1975.71
727,754,1312.46
727,762,1880.54
727,767,336.0
727,769,1812.74
727,777,988.1
727,795,1324.37
727,796,985.73
728,175,112.42
728,185,1325.01
728,189,293.19
728,194,106.51
728,719,1149.81
728,729,947.21
728,768,1926.37
728,772,731.66
728,773,521.34
728,774,1594.41
728,792,1589.43
728,797,1435.75
728,805,1149.43
728,809,1434.55
728,824,164.22
729,175,975.65
729,185,1474.44
729,189,1087.07
729,194,959.37
729,719,204.29
729,728,947.21
729,732,1357.12
729,747,1207.17
729,751,1738.62
729,768,982.89
729,772,216.68
729,773,434.52
729,779,1205.0
729,797,489.24
729,805,202.24
729,809,489.9
729,824,1105.15
730,705,526.54
730,716,220.07
730,736,730.08
730,740,731.17
730,783,1459.13
730,798,1413.47
730,803,417.63
730,881,1825.73
730,907,1803.62
730,942,1677.03
730,973,1828.08
730,1008,1842.52
730,1019,1653.54
731,700,1393.72
731,735,1274.87
731,743,1107.16
731,745,24.14
731,757,1963.08
731,766,604.0
731,769,1276.06
731,780,806.85
731,802,889.06
731,815,235.04
731,817,1964.4
732,719,1153.04
732,725,1400.88
732,729,1357.12
732,747,150.01
732,751,383.68
732,768,375.26
732,772,1570.43
732,773,1781.55
732,775,1650.51
732,779,155.44
732,797,868.33
732,801,815.67
732,804,1434.38
732,805,1155.68
732,809,867.47
732,813,815.98
732,816,1433.78
733,721,36.17
733,722,752.07
733,727,756.49
733,734,1535.25
733,742,1255.89
733,754,623.57
733,762,1237.02
733,767,420.65
733,777,1743.35
733,786,1553.62
733,795,628.26
733,796,1741.7
734,721,1512.41
734,724,1783.84
734,733,1535.25
734,737,1780.88
734,754,913.32
734,762,298.57
734,767,1883.35
734,786,28.26
734,789,971.11
734,795,911.49
734,806,970.09
735,700,122.05
735,722,1815.56
735,727,1809.4
735,731,1274.87
735,742,1320.2
735,743,167.72
735,745,1274.45
735,766,670.88
735,769,29.47
735,777,841.69
735,796,836.94
735,802,385.81
735,815,1509.92
736,705,1255.21
736,716,950.14
736,718,1420.18
736,730,730.08
736,740,18.42
736,741,1415.07
736,755,1663.06
736,783,733.24
736,803,319.43
737,713,956.0
737,717,1828.52
737,724,20.66
737,734,1780.88
737,744,938.68
737,753,1627.98
737,760,456.27
737,764,385.51
737,786,1777.53
737,788,1644.57
737,789,817.04
737,806,822.74
737,823,1843.2
737,894,1847.15
737,928,1769.76
737,955,1762.24
737,972,1792.49
737,1005,1824.4
737,1018,1784.89
738,778,1748.68
738,781,1763.56
738,800,465.5
739,486,1995.48
739,562,1404.46
739,634,1944.18
739,676,1376.32
739,711,331.28
739,723,1255.74
740,705,1255.46
740,716,951.17
740,718,1422.17
740,730,731.17
740,736,18.42
740,741,1417.33
740,755,1665.61
740,783,735.39
740,803,317.92
741,709,1222.57
741,718,20.96
741,736,1415.07
741,740,1417.33
741,755,249.3
741,758,1223.67
741,783,681.94
741,794,730.57
741,803,1734.5
742,700,1204.2
742,721,1291.72
742,722,504.34
742,727,501.97
742,733,1255.89
742,735,1320.2
742,743,1487.62
742,754,1783.37
742,766,1990.18
742,767,836.81
742,769,1321.49
742,777,487.65
742,795,1797.4
742,796,487.13
742,802,1705.41
743,700,287.76
743,722,1982.09
743,727,1975.71
743,731,1107.16
743,735,167.72
743,742,1487.62
743,745,1106.77
743,766,503.16
743,769,171.16
743,777,1009.35
743,780,1913.77
743,796,1004.66
743,802,218.09
743,815,1342.2
744,713,28.12
744,717,891.84
744,724,936.66
744,737,938.68
744,753,691.49
744,760,492.67
744,764,558.39
744,788,708.13
744,789,1754.66
744,798,1569.65
744,806,1759.36
744,823,907.7
744,894,1021.23
744,902,1998.53
744,907,1174.06
744,928,1435.2
744,931,1987.69
744,942,1880.79
744,955,1411.98
744,972,1450.82
744,973,1150.44
744,1005,998.0
744,1018,1427.74
744,1019,1898.14
745,700,1392.78
745,731,24.14
745,735,1274.45
745,743,1106.77
745,757,1964.47
745,766,603.88
745,769,1275.08
745,780,807.09
745,802,888.76
745,815,236.86
745,817,1966.11
746,704,684.51
746,708,1885.74
746,715,1138.2
746,749,1713.64
746,763,17.12
746,784,874.22
746,785,924.03
746,793,1885.79
746,799,771.56
746,811,1076.42
746,814,1711.26
746,820,925.66
747,719,1003.13
747,725,1550.88
747,729,1207.17
747,732,150.01
747,751,533.23
747,768,226.28
747,772,1420.66
747,773,1632.17
747,775,1800.48
747,779,34.42
747,797,718.33
747,801,965.68
747,804,1584.39
747,805,1005.68
747,809,717.62
747,813,965.9
747,816,1583.78
748,701,1441.08
748,776,658.54
748,778,952.51
748,781,937.08
749,699,923.0
749,703,1539.64
749,704,1029.16
749,746,1713.64
749,763,1713.31
749,765,785.12
749,785,789.68
749,799,942.25
749,814,19.78
749,820,788.1
749,821,1538.26
750,756,1075.26
750,759,789.38
750,790,1196.54
751,719,1534.36
751,725,1018.94
751,729,1738.62
751,732,383.68
751,747,533.23
751,757,1636.36
751,768,755.74
751,772,1950.79
751,775,1270.17
751,779,533.62
751,797,1250.65
751,801,435.41
751,804,1052.51
751,805,1537.74
751,809,1248.72
751,813,433.41
751,816,1052.95
751,817,1636.36
752,708,1834.67
752,714,943.09
752,726,1097.42
752,782,1649.8
752,791,548.49
752,793,1834.51
752,810,1398.31
752,825,257.19
753,705,1766.3
753,713,677.29
753,717,200.55
753,724,1624.95
753,737,1627.98
753,744,691.49
753,760,1183.96
753,764,1249.84
753,788,16.64
753,798,881.29
753,823,216.43
753,881,1816.37
753,894,581.13
753,907,488.45
753,928,1480.06
753,942,1272.24
753,955,1448.83
753,972,1485.69
753,973,463.93
753,1005,565.24
753,1008,1806.44
753,1018,1454.56
753,1019,1285.46
754,721,599.54
754,722,1302.09
754,727,1312.46
754,733,623.57
754,734,913.32
754,742,1783.37
754,762,616.21
754,767,997.41
754,786,932.59
754,789,1818.82
754,795,23.12
754,806,1823.53
755,709,986.42
755,718,247.51
755,736,1663.06
755,740,1665.61
755,741,249.3
755,758,986.29
755,783,930.35
755,794,493.53
755,803,1982.43
756,750,1075.26
756,759,286.85
756,812,959.53
757,725,622.41
757,731,1963.08
757,745,1964.47
757,751,1636.36
757,775,367.56
757,780,1158.42
757,801,1200.98
757,804,589.01
757,813,1204.32
757,815,1728.14
757,816,584.76
757,817,25.82
758,709,17.35
758,718,1226.98
758,741,1223.67
758,755,986.29
758,783,1874.71
758,794,493.49
759,750,789.38
759,756,286.85
759,790,1980.53
759,812,1246.37
760,713,506.99
760,717,1384.14
760,724,457.64
760,737,456.27
760,744,492.67
760,753,1183.96
760,764,71.61
760,788,1200.61
760,789,1272.29
760,806,1278.55
760,823,1400.27
760,894,1465.7
760,907,1666.34
760,928,1612.71
760,955,1597.44
760,972,1632.95
760,973,1642.84
760,1005,1442.41
760,1018,1617.71
761,712,1.77
761,771,631.95
761,818,1675.81
762,721,1214.54
762,722,1867.32
762,727,1880.54
762,733,1237.02
762,734,298.57
762,754,616.21
762,767,1586.42
762,786,316.64
762,789,1246.9
762,795,615.43
762,806,1248.21
763,704,684.46
763,708,1886.03
763,715,1138.68
763,746,17.12
763,749,1713.31
763,784,874.39
763,785,923.93
763,793,1886.25
763,799,771.06
763,811,1076.62
763,814,1711.13
763,820,925.21
764,713,573.93
764,717,1450.23
764,724,386.42
764,737,385.51
764,744,558.39
764,753,1249.84
764,760,71.61
764,788,1266.47
764,789,1202.12
764,806,1208.13
764,823,1465.93
764,894,1516.32
764,907,1730.51
764,928,1620.0
764,955,1606.02
764,972,1640.76
764,973,1707.2
764,1005,1493.1
764,1018,1626.8
765,699,138.18
765,703,754.71
765,704,1812.0
765,749,785.12
765,785,1572.58
765,787,1679.27
765,799,1725.9
765,814,785.97
765,820,1571.88
765,821,753.74
765,822,1646.17
766,700,790.02
766,731,604.0
766,735,670.88
766,742,1990.18
766,743,503.16
766,745,603.88
766,769,672.44
766,777,1512.44
766,780,1410.69
766,796,1507.82
766,802,285.07
766,815,839.04
767,721,456.09
767,722,332.47
767,727,336.0
767,733,420.65
767,734,1883.35
767,742,836.81
767,754,997.41
767,762,1586.42
767,777,1323.75
767,786,1898.56
767,795,1007.3
767,796,1321.65
768,175,1958.5
768,194,1942.21
768,719,778.64
768,725,1774.58
768,728,1926.37
768,729,982.89
768,732,375.26
768,747,226.28
768,751,755.74
768,772,1195.51
768,773,1406.29
768,779,222.11
768,797,495.32
768,801,1189.97
768,804,1808.14
768,805,782.09
768,809,492.99
768,813,1189.12
768,816,1808.1
769,700,117.7
769,722,1818.55
769,727,1812.74
769,731,1276.06
769,735,29.47
769,742,1321.49
769,743,171.16
769,745,1275.08
769,766,672.44
769,777,840.53
769,796,836.7
769,802,387.84
769,815,1511.04
770,711,1788.68
770,723,1036.82
770,774,711.16
770,792,716.4
770,807,18.74
771,701,1762.83
771,712,633.72
771,761,631.95
772,175,764.66
772,185,1404.16
772,189,874.06
772,194,748.29
772,719,418.14
772,728,731.66
772,729,216.68
772,732,1570.43
772,747,1420.66
772,751,1950.79
772,768,1195.51
772,773,218.56
772,779,1417.44
772,797,704.1
772,805,418.31
772,809,703.09
772,824,890.87
773,175,566.99
773,185,1389.97
773,189,656.69
773,194,550.62
773,719,632.99
773,728,521.34
773,729,434.52
773,732,1781.55
773,747,1632.17
773,768,1406.29
773,772,218.56
773,779,1627.66
773,797,918.53
773,805,634.87
773,809,915.83
773,824,683.59
774,175,1514.34
774,185,1596.1
774,189,1691.9
774,194,1529.88
774,723,1747.84
774,728,1594.41
774,770,711.16
774,792,20.36
774,807,708.23
774,824,1439.39
775,725,255.1
775,732,1650.51
775,747,1800.48
775,751,1270.17
775,757,367.56
775,779,1803.11
775,780,1525.99
775,801,835.11
775,804,221.88
775,813,837.46
775,816,217.43
775,817,366.3
776,701,784.49
776,748,658.54
776,778,1611.05
776,781,1595.62
777,700,722.83
777,721,1779.13
777,722,991.42
777,727,988.1
777,733,1743.35
777,735,841.69
777,742,487.65
777,743,1009.35
777,766,1512.44
777,767,1323.75
777,769,840.53
777,796,26.34
777,802,1227.41
778,738,1748.68
778,748,952.51
778,776,1611.05
778,781,15.43
779,719,1000.75
779,725,1552.49
779,729,1205.0
779,732,155.44
779,747,34.42
779,751,533.62
779,768,222.11
779,772,1417.44
779,773,1627.66
779,775,1803.11
779,797,717.22
779,801,968.01
779,804,1586.04
779,805,1004.16
779,809,715.1
779,813,967.01
779,816,1586.09
780,725,1780.71
780,731,806.85
780,743,1913.77
780,745,807.09
780,757,1158.42
780,766,1410.69
780,775,1525.99
780,802,1695.71
780,804,1747.25
780,815,571.95
780,816,1743.09
780,817,1160.87
781,738,1763.56
781,748,937.08
781,776,1595.62
781,778,15.43
782,707,586.29
782,752,1649.8
782,791,1108.8
782,810,271.0
782,825,1904.94
783,705,1985.59
783,709,1871.26
783,716,1678.7
783,718,686.94
783,730,1459.13
783,736,733.24
783,740,735.39
783,741,681.94
783,755,930.35
783,758,1874.71
783,794,1390.29
783,803,1052.67
784,704,1558.68
784,708,1011.65
784,714,1903.24
784,715,264.76
784,726,1748.92
784,746,874.22
784,763,874.39
784,785,1798.2
784,793,1011.99
784,799,1645.45
784,811,202.23
784,820,1799.6
785,699,1710.75
785,704,239.52
785,746,924.03
785,749,789.68
785,763,923.93
785,765,1572.58
785,784,1798.2
785,799,153.89
785,814,787.23
785,820,18.72
786,721,1531.18
786,724,1780.16
786,733,1553.62
786,734,28.26
786,737,1777.53
786,754,932.59
786,762,316.64
786,767,1898.56
786,789,965.63
786,795,931.27
786,806,963.95
787,699,1542.32
787,703,925.06
787,765,1679.27
787,808,1113.8
787,821,925.53
787,822,38.48
788,705,1749.85
788,713,693.94
788,717,183.95
788,724,1641.52
788,737,1644.57
788,744,708.13
788,753,16.64
788,760,1200.61
788,764,1266.47
788,798,864.74
788,823,199.79
788,881,1803.96
788,894,576.28
788,907,472.09
788,928,1484.74
788,942,1258.87
788,955,1453.4
788,972,1490.12
788,973,447.52
788,1005,560.88
788,1008,1794.15
788,1018,1458.88
788,1019,1271.93
789,713,1772.57
789,724,818.11
789,734,971.11
789,737,817.04
789,744,1754.66
789,754,1818.82
789,760,1272.29
789,762,1246.9
789,764,1202.12
789,786,965.63
789,795,1810.69
789,806,22.98
790,120,1039.28
790,124,1190.77
790,720,1040.95
790,750,1196.54
790,759,1980.53
791,707,1691.51
791,714,1491.58
791,726,1645.9
791,752,548.49
791,782,1108.8
791,810,851.95
791,825,805.68
792,175,1508.37
792,185,1577.89
792,189,1690.3
792,194,1523.84
792,723,1752.61
792,728,1589.43
792,770,716.4
792,774,20.36
792,807,712.96
792,824,1435.13
793,708,18.35
793,714,891.57
793,715,747.6
793,726,737.31
793,746,1885.79
793,752,1834.51
793,763,1886.25
793,784,1011.99
793,811,809.82
793,825,1577.36
794,709,493.11
794,718,733.57
794,741,730.57
794,755,493.53
794,758,493.49
794,783,1390.29
795,721,603.25
795,722,1314.28
795,727,1324.37
795,733,628.26
795,734,911.49
795,742,1797.4
795,754,23.12
795,762,615.43
795,767,1007.3
795,786,931.27
795,789,1810.69
795,806,1815.67
796,700,719.08
796,721,1777.4
796,722,989.63
796,727,985.73
796,733,1741.7
796,735,836.94
796,742,487.13
796,743,1004.66
796,766,1507.82
796,767,1321.65
796,769,836.7
796,777,26.34
796,802,1222.75
797,175,1464.52
797,185,1781.85
797,189,1559.04
797,194,1448.27
797,719,285.97
797,728,1435.75
797,729,489.24
797,732,868.33
797,747,718.33
797,751,1250.65
797,768,495.32
797,772,704.1
797,773,918.53
797,779,717.22
797,801,1684.0
797,805,287.39
797,809,29.38
797,813,1683.87
797,824,1594.31
798,705,886.98
798,713,1556.97
798,716,1194.27
798,717,684.82
798,730,1413.47
798,744,1569.65
798,753,881.29
798,788,864.74
798,803,1824.28
798,823,665.67
798,881,1384.99
798,894,838.23
798,907,395.96
798,928,1849.54
798,938,1912.62
798,942,858.79
798,955,1817.5
798,972,1843.62
798,973,419.25
798,1005,850.35
798,1008,1385.35
798,1018,1811.56
798,1019,853.78
799,699,1864.04
799,704,88.79
799,715,1909.67
799,746,771.56
799,749,942.25
799,763,771.06
799,765,1725.9
799,784,1645.45
799,785,153.89
799,811,1847.68
799,814,940.22
799,820,154.15
800,738,465.5
801,719,1968.48
801,725,585.47
801,732,815.67
801,747,965.68
801,751,435.41
801,757,1200.98
801,768,1189.97
801,775,835.11
801,779,968.01
801,797,1684.0
801,804,618.9
801,805,1971.33
801,809,1682.84
801,813,34.26
801,816,618.15
801,817,1201.15
802,700,505.24
802,731,889.06
802,735,385.81
802,742,1705.41
802,743,218.09
802,745,888.76
802,766,285.07
802,769,387.84
802,777,1227.41
802,780,1695.71
802,796,1222.75
802,815,1124.11
803,705,938.72
803,716,636.59
803,718,1739.6
803,730,417.63
803,736,319.43
803,740,317.92
803,741,1734.5
803,755,1982.43
803,783,1052.67
803,798,1824.28
803,1019,1980.06
804,725,33.61
804,732,1434.38
804,747,1584.39
804,751,1052.51
804,757,589.01
804,768,1808.14
804,775,221.88
804,779,1586.04
804,780,1747.25
804,801,618.9
804,813,619.13
804,816,30.58
804,817,586.63
805,175,1177.13
805,185,1582.76
805,189,1283.0
805,194,1160.88
805,719,25.31
805,728,1149.43
805,729,202.24
805,732,1155.68
805,747,1005.68
805,751,1537.74
805,768,782.09
805,772,418.31
805,773,634.87
805,779,1004.16
805,797,287.39
805,801,1971.33
805,809,289.65
805,813,1971.04
805,824,1307.33
806,713,1777.55
806,724,823.25
806,734,970.09
806,737,822.74
806,744,1759.36
806,754,1823.53
806,760,1278.55
806,762,1248.21
806,764,1208.13
806,786,963.95
806,789,22.98
806,795,1815.67
807,711,1798.43
807,723,1039.67
807,770,18.74
807,774,708.23
807,792,712.96
808,787,1113.8
808,822,1147.45
809,175,1465.52
809,185,1802.46
809,189,1552.64
809,194,1449.23
809,719,285.65
809,728,1434.55
809,729,489.9
809,732,867.47
809,747,717.62
809,751,1248.72
809,768,492.99
809,772,703.09
809,773,915.83
809,779,715.1
809,797,29.38
809,801,1682.84
809,805,289.65
809,813,1682.11
809,824,1593.91
810,707,855.31
810,752,1398.31
810,782,271.0
810,791,851.95
810,825,1654.98
811,704,1760.9
811,708,809.42
811,714,1701.01
811,715,64.43
811,726,1546.69
811,746,1076.42
811,763,1076.62
811,784,202.23
811,793,809.82
811,799,1847.68
812,706,1157.25
812,756,959.53
812,759,1246.37
813,719,1967.75
813,725,585.55
813,732,815.98
813,747,965.9
813,751,433.41
813,757,1204.32
813,768,1189.12
813,775,837.46
813,779,967.01
813,797,1683.87
813,801,34.26
813,804,619.13
813,805,1971.04
813,809,1682.11
813,816,620.07
813,817,1203.76
814,699,924.03
814,703,1540.07
814,704,1026.75
814,746,1711.26
814,749,19.78
814,763,1711.13
814,765,785.97
814,785,787.23
814,799,940.22
814,820,786.12
814,821,1538.45
815,700,1628.71
815,731,235.04
815,735,1509.92
815,743,1342.2
815,745,236.86
815,757,1728.14
815,766,839.04
815,769,1511.04
815,780,571.95
815,802,1124.11
815,817,1729.58
816,725,46.54
816,732,1433.78
816,747,1583.78
816,751,1052.95
816,757,584.76
816,768,1808.1
816,775,217.43
816,779,1586.09
816,780,1743.09
816,801,618.15
816,804,30.58
816,813,620.07
816,817,583.72
817,725,620.16
817,731,1964.4
817,745,1966.11
817,751,1636.36
817,757,25.82
817,775,366.3
817,780,1160.87
817,801,1201.15
817,804,586.63
817,813,1203.76
817,815,1729.58
817,816,583.72
818,712,1674.16
818,761,1675.81
819,486,1638.45
819,487,1690.5
819,500,529.68
819,518,361.04
819,551,846.3
819,572,522.85
820,699,1710.01
820,704,241.66
820,746,925.66
820,749,788.1
820,763,925.21
820,765,1571.88
820,784,1799.6
820,785,18.72
820,799,154.15
820,814,786.12
821,699,616.91
821,703,19.02
821,749,1538.26
821,765,753.74
821,787,925.53
821,814,1538.45
821,822,892.5
822,699,1509.01
822,703,891.63
822,765,1646.17
822,787,38.48
822,808,1147.45
822,821,892.5
823,705,1551.71
823,713,893.7
823,716,1858.16
823,717,26.63
823,724,1839.88
823,737,1843.2
823,744,907.7
823,753,216.43
823,760,1400.27
823,764,1465.93
823,788,199.79
823,798,665.67
823,881,1665.57
823,894,548.61
823,907,276.38
823,928,1547.83
823,942,1109.82
823,955,1515.58
823,972,1550.26
823,973,251.27
823,1005,540.34
823,1008,1657.42
823,1018,1518.08
823,1019,1120.42
824,175,148.12
824,185,1317.42
824,189,326.56
824,194,161.32
824,719,1308.61
824,728,164.22
824,729,1105.15
824,772,890.87
824,773,683.59
824,774,1439.39
824,792,1435.13
824,797,1594.31
824,805,1307.33
824,809,1593.91
825,708,1577.49
825,714,685.91
825,726,840.23
825,752,257.19
825,782,1904.94
825,791,805.68
825,793,1577.36
825,810,1654.98
826,422,867.88
826,423,804.21
826,427,791.81
826,444,1659.46
826,447,814.34
826,454,1571.12
826,463,1555.02
826,468,1012.12
826,833,897.87
826,835,1432.51
826,836,1870.02
826,838,1937.84
826,839,1426.13
826,842,1292.55
826,847,464.92
826,854,311.28
826,856,23.41
826,859,969.77
827,828,18.62
828,827,18.62
829,831,419.92
829,843,436.16
829,851,1047.22
830,3,595.82
830,5,1085.87
830,7,727.82
830,9,1072.4
830,16,725.3
830,18,172.84
830,20,1280.91
830,29,1814.36
830,35,1936.8
830,36,1821.16
830,45,1279.38
830,46,577.25
830,55,189.36
830,832,1153.7
830,836,1587.26
830,845,1933.25
830,855,289.91
830,857,1563.25
831,475,1677.5
831,485,1904.31
831,515,1781.92
831,523,1693.54
831,528,1696.46
831,547,1769.13
831,559,1722.61
831,573,1853.75
831,829,419.92
831,843,16.25
831,848,1631.78
831,851,629.98
831,852,1629.76
832,3,1698.19
832,7,1278.76
832,16,1259.49
832,18,1269.91
832,20,1561.61
832,45,1541.92
832,46,1674.53
832,55,1289.84
832,830,1153.7
832,833,1438.31
832,835,880.08
832,836,433.74
832,839,883.02
832,847,1870.66
832,855,863.84
833,422,1687.59
833,423,1639.72
833,427,1630.45
833,447,1659.56
833,468,1693.09
833,826,897.87
833,832,1438.31
833,835,558.67
833,836,1009.12
833,839,557.54
833,847,440.06
833,854,587.4
833,856,905.74
833,859,1856.09
834,475,956.54
834,490,1542.47
834,515,1485.37
834,521,769.59
834,523,500.48
834,528,952.68
834,536,782.35
834,547,1481.35
834,557,1480.33
834,559,482.59
834,605,1915.44
834,631,1935.21
834,660,1736.5
834,673,1706.58
834,848,511.91
834,851,1513.23
834,852,498.24
834,853,1533.17
834,860,48.71
835,826,1432.51
835,832,880.08
835,833,558.67
835,836,450.73
835,839,21.95
835,847,991.34
835,854,1129.24
835,855,1743.06
835,856,1437.06
836,7,1648.56
836,16,1628.5
836,18,1700.51
836,20,1841.15
836,45,1818.64
836,55,1720.33
836,826,1870.02
836,830,1587.26
836,832,433.74
836,833,1009.12
836,835,450.73
836,839,451.79
836,847,1438.35
836,854,1571.97
836,855,1297.36
836,856,1872.99
837,845,1472.8
837,850,79.64
837,857,1841.81
838,422,1535.73
838,423,1511.43
838,427,1507.01
838,444,1891.99
838,447,1473.04
838,454,1612.78
838,463,1641.5
838,468,1319.08
838,826,1937.84
838,842,647.29
838,844,816.82
838,846,585.03
838,856,1936.79
838,859,971.24
839,826,1426.13
839,832,883.02
839,833,557.54
839,835,21.95
839,836,451.79
839,847,987.66
839,854,1124.07
839,855,1746.55
839,856,1430.34
840,849,275.38
840,858,1998.48
841,849,1869.18
841,858,144.34
842,422,967.07
842,423,925.62
842,427,917.92
842,444,1532.65
842,447,887.36
842,454,1352.36
842,463,1369.31
842,468,849.56
842,826,1292.55
842,838,647.29
842,844,1454.56
842,846,1217.7
842,847,1734.18
842,854,1592.11
842,856,1290.82
842,859,324.0
843,475,1661.25
843,485,1891.56
843,515,1766.54
843,523,1678.0
843,528,1680.21
843,547,1753.74
843,559,1707.05
843,573,1840.63
843,829,436.16
843,831,16.25
843,848,1616.5
843,851,613.99
843,852,1614.63
844,468,1976.71
844,838,816.82
844,842,1454.56
844,846,238.08
844,859,1775.61
845,3,1407.59
845,5,1317.31
845,9,1344.42
845,18,1843.9
845,29,1766.1
845,36,1749.82
845,46,1433.11
